elapsedTime,frq_rt, col_rt, frq_m, col_m, amp_rt, amp_m, total, framerate;
16976,364.81906,221.25441,96.33747,58.22169,0.0068821292,0.25310275,50,20.80167;
17024,361.99048,219.53677,97.19757,58.743977,0.006794909,0.2528906,50,21.11819;
17072,393.30713,231.7936,98.09149,57.606792,0.0073638186,0.25132298,50,21.08563;
17115,415.0381,231.79489,99.06686,55.132866,0.008023823,0.24953367,50,21.020283;
17159,407.15,227.38458,100.049576,55.682312,-1.8054352E-4,0.24827184,50,21.301657;
17205,401.8143,224.40137,101.01301,56.220974,7.0563087E-4,0.24690689,50,21.44241;
17255,411.9643,230.0763,101.98065,56.761993,0.010905891,0.24631503,50,21.414564;
17301,433.4881,231.79588,102.989,54.883533,0.006065964,0.24407516,50,21.271883;
17345,455.37143,231.79695,104.045235,52.78183,0.006634704,0.243344,50,21.370234;
17388,473.05237,231.79776,105.15617,51.3522,0.0060752584,0.24166645,50,21.546375;
17430,473.05237,231.79776,106.280525,51.90367,-9.2417386E-4,0.24104406,50,21.699823;
17473,476.32858,231.79791,107.40734,52.095238,0.0010340177,0.23932508,50,21.924362;
17518,472.6905,230.02577,108.53736,52.645676,0.0014804658,0.23822029,50,22.000452;
17559,473.17856,230.26352,109.66221,53.193592,3.120507E-5,0.23699208,50,21.98927;
17600,475.1238,231.21106,110.79092,53.74339,3.490111E-4,0.23585248,50,22.308323;
17643,480.24762,231.79807,111.92722,53.853413,0.005893508,0.23586993,50,22.512812;
17682,467.7619,225.7659,113.047356,54.394577,0.0016185511,0.23522162,50,22.603312;
17724,460.66428,222.33687,114.1435,54.924152,9.562023E-4,0.23361811,50,22.872963;
17765,455.30475,219.74754,115.22923,55.448696,0.0012022627,0.23342854,50,22.978954;
17806,445.59048,215.05435,116.29217,55.962227,9.817359E-4,0.23275937,50,23.122442;
17847,445.59048,215.05435,117.35265,56.47457,2.754238E-5,0.2308316,50,23.240158;
17886,443.4405,214.01562,118.41122,56.985992,6.073259E-4,0.22959287,50,23.306837;
17932,426.1905,205.68173,119.45122,57.48844,4.986165E-4,0.22785455,50,23.529774;
17969,416.91428,201.20016,120.45178,57.971836,0.0029702778,0.22657521,50,23.440475;
18007,417.48096,201.47394,121.42677,58.44288,0.002041143,0.22585654,50,23.767946;
18055,401.43332,193.72093,122.38745,58.90701,0.0013790252,0.22563021,50,24.01646;
18095,388.6238,187.53233,123.33069,59.36271,0.0010545555,0.22529185,50,23.706951;
